text,
"Kwalitas TV sangat baik, gambar OK suara pun OK, sangat layak di miliki apalagi dg Harga Flash sale yg Sangat terjangkau, mengingat kompetitor lain bandrol dg harga yg jauh diatasnya.",isi ini ya ges (positive/neutral/negative)
pertama dag dig dug jantung nih. setelah  di buka kualitas gambar nya gak kalah ama merk terkenal lainnya.  top makotop hehehehhehhe sui lo,isi ini ya ges (positive/neutral/negative)
alhamdulillah paket diterima dlm kondisi baik.. berfungsi dgn baik semua... pengiriman cepat.. Trimakasih Lazada,isi ini ya ges (positive/neutral/negative)
"Puas bnget dgn pelayanannya, tvnya jg oke, kurirnya ramah, pengirimannya cpt bngt, thanks Lazada dan Ninja Express 👍👍👍👍😆😁",isi ini ya ges (positive/neutral/negative)
"Alhamdulillah...barang sudah diterima, packing oke gak ada yg penyok. dan untuk unitnya setelah di unboxing  barangnya oke tdk mengecewakan alias top markotop walopun harganya sangat ekonomis utk tv 40 inch. terimakasih lazada semoga jaya ...aaamiiiin",isi ini ya ges (positive/neutral/negative)
mantap...penguriman cepat..walau sedikit agak dek-dekan karna jauh....tp kok ngak ada kartu garansi dan bukti pembelian.gmana cara ngeclaim garansi kalau ada yang rusak nanti?...mohon dong solusinya lazada?...,isi ini ya ges (positive/neutral/negative)
"baru nih blnja dilazada,,dpt seller yg mantap betul,,trnsaksi kemren hri ini brg udah sampai,,pokokny joss gandoos lah buat seller nya,,produk juga oke punya smw brfungsi dgn baik.",isi ini ya ges (positive/neutral/negative)
"Barang bagus. Harga murah tapi bukan murahan. Nggak percuma nyaris 1 thn gua incar, pas 12 Juli jlg tengah mlm dpt harga flash sale plg murah (2, 049 jt) dari sale selama ini dan....bebas ongkir pula. Hanya selang 4 hari, barang sdh tiba di rumah dlm kondisi prima. Dan lgsg dicoba. Hasilnya/gambarnya....., ruar rt biasa.",isi ini ya ges (positive/neutral/negative)
"mantul.pengiriman cepat....paketnya rapi tp sayang ga packing kayu ,tv nya beroperasi dengan baik,terima kasih lazada.pokoknya bisa di percaya",isi ini ya ges (positive/neutral/negative)
"barang bagus bnget,sesuai dengan harga yang economis,dapet pas flash sale,lansung dicoba semua berfungsi dengan baik,mudah2an awet,pkoknya mantap",isi ini ya ges (positive/neutral/negative)
"awalnya ragu belanja elektronik d Lazada, tapi pas sampai barangnya sesuai, barang Original, jangan takut belanja d seller ini, Terimakasih Lazada",isi ini ya ges (positive/neutral/negative)
"TVnya sudah sampai gan tadi sore... 4 hari sejak dr order. tadi sudah dicoba sekilas pas ada kurirya & normal jaya. kurirnya juga ramah banget, thanks banget barangnya gan,, sesuai dgn harganya",isi ini ya ges (positive/neutral/negative)
gambar SM suaranya lebih bagus dr merek ichiko dan Changhong. terus daya tangkap sinyal tv juga lebih bagus. walaupun antena dalam byk yg jernih dan bening,isi ini ya ges (positive/neutral/negative)
"Tivine gede harganya murah, kualitas? Bisa diandalkan. Pengen Tivi gede berkualitas tapi harga terjangkau, ini layak dibeli.",isi ini ya ges (positive/neutral/negative)
"Walaupun pengiriman ga pake cover kayu, tapi barang jos mulus gada cacat satu apapun. Lanjay buat ps3 ku hehe tinggal nyari antena ini buat nonton",isi ini ya ges (positive/neutral/negative)
Alhamdulillah Barang Sdh mendarat dgn Selamat dan sangat sempurna Thx's lazada Thx's Ninja Saya sangat senang berbisnis dgn anda...,isi ini ya ges (positive/neutral/negative)
alhamdulillah tvnya udah sampai..tinggal beli tv android box jadi smart tv.. thanks lazada!! mantuulllll..👍👍👍😁😁,isi ini ya ges (positive/neutral/negative)
"Barang Sampai Tanggal 13 Juli.. Packing Dan Pengiriman Bagus.. Klo Bisa Event"" Diadain Terus Di Lazada Mall .. Barangnya Ok Semoga Awet Tv nya🤗🤗🤗",isi ini ya ges (positive/neutral/negative)
paket nya udah dateng dengan aman dan kurir nya juga ramah banget. makasih lazada moga tv nya awett. biar nanti kalo beli ke sini lagi.,isi ini ya ges (positive/neutral/negative)
"Pengiriman yang luar biasa cepatnya. Tengah malam order, pagi jam 8.30 udah datang. TV datang tanpa cacat. Mudah2an awet.",isi ini ya ges (positive/neutral/negative)
"Alhamdulillah... pengirimannya cepat banget. kualitas oke, sesuai harga lah. yang penting skrg nyokap bisa nonton tv lagi 😆",isi ini ya ges (positive/neutral/negative)
"sampe tujuan dengan selamat cuma packing nya agak ngeri, soalnya cuma pake bubble wrap, ga pake kayu",isi ini ya ges (positive/neutral/negative)
alhamdulilah barang sampe dengan selamt   tidak ada cacat sedikitpun kurir ramaha dan mou menubggu di saat saya mencoba tv nya,isi ini ya ges (positive/neutral/negative)
"Pengiriman cepat byr malam sore sdh sampai, produk bagus sesuai pesanan, alhamdulillah dpt hrg flash sale jadi lebih murah semoga awet. Trima kasih seller",isi ini ya ges (positive/neutral/negative)
"maaf baru kasi ulasan, alhamdulillah tv masi awet sampai sekarang. meskipun awalnya sempat dag dig dug karna tidak packing kayu, tapi ternyata product sampai dengan slamat, di terima dengan baik. dan paket juga cepat banget sampainya, hanya dalam waktu sehari saja.",isi ini ya ges (positive/neutral/negative)
"Barang sudah diterima dengan baik di kalbar, terbungkus dan tidak terpacking kayu saat diterima ternyata udh dibuka dulu sama kurirnya karna susah bawa pake motor haha sementara puas tidak ada kendala 👌 thankx coccaa, lazada, kurir ninja",isi ini ya ges (positive/neutral/negative)
"produk original, packing pake kayu mntap pkoknya gx da yg lecet meskipun lambat dalm pngirimn tpi ttp okelh, pesan tgl 12 sampai 24, cukup lama menunggunya, semoga produk awet , Tq lazmll, sukses selalu.",isi ini ya ges (positive/neutral/negative)
"produk baguss banget, gambar jernih, suara okeee.. gak nyesel beli di lazada, progress setiap proses pun ditangani dengan sangat cepat.. thanks lazada",isi ini ya ges (positive/neutral/negative)
"lumayan mantap lah buat harga segitu, tv normal biarpun pengiriman pakai bublewarp doang tapi di kirim menggunakan mobil pribadi, kurirnya ramah dan rela nunggu buat nyoba tv nya dulu. gak ada lecet sama sekali",isi ini ya ges (positive/neutral/negative)
untuk barang overall bagus. Docking TV nya dr plastik. untuk jack / slot pada tv bisa dilihat di gambar. terima kasih..,isi ini ya ges (positive/neutral/negative)
"kesekian klinya beli TV Coocaa dari yang 32""-40"" baik yang biasa maupun yang smart/androidTV, harga ramah di kantong, untuk produk sendiri selama ini tidak ada masalah, semoga bisa awet kayak merek2 ternama lainnya. makasih banyak",isi ini ya ges (positive/neutral/negative)
Alhamdulillah udah sampai.. padahal perkiraan setelah lebaran nyampenya.. ternyata sebelum lebaran nyampenya.. tepatnya Jumat tgl 31 mei 2019.. mantab.. semoga Awet..,isi ini ya ges (positive/neutral/negative)
Tiba dengan selamat mulus normal...pesan tgl 27malam tgl 1 sore sampe dirumah sy di subang kota...puas lah,isi ini ya ges (positive/neutral/negative)
"bagus, good job, lumayan cepat delivery nya, kondisi kuar baik dan semiga di dalamnya juga baik dan awet, thank lazada",isi ini ya ges (positive/neutral/negative)
"tv sudah diterima,  cuma ketika searching channel tv tidak ketangkap terus siaran televisinya paling banyak 4 itu pun pada jelek semua,  dikira bermasalah dengan antena,  saya sudah ganti antena nya tetap aja siaran ga ketangkap,  pdahal ditempat dan antena yang sama dipasang Tv yang lain, sinyal tv yang lain pada ketangkap semua,  mohon bantuannya ini kenapa yah. saya lampirkan foto 2 tv yang berbeda",isi ini ya ges (positive/neutral/negative)
"ngebungkusnya rapih dan pakai kayu, waktu pengiriman nya cuman telat 3hari sih tapi ok ok aja. dan kualitas barang emang super bagus deh",isi ini ya ges (positive/neutral/negative)
persen kemarin sore ...jam 2 siang datang...ga menyangka punya TV 40 inc dengan harga miring...thanks seller nya dan thanks jg LAZADA...kamu ga belom pernah mengecewakan setiap aku belanja,isi ini ya ges (positive/neutral/negative)
wa keren sih pesennya tanggal 1 mei tanggal 3 nya udah dateng pagi pagi pulang barang aman  ga lefet gambar jerning bagus puasss sekali,isi ini ya ges (positive/neutral/negative)
"barang sampai dengan selamat, 3 hari sampai... kurirnya juga baik, barang sampai di cek kurirnya di depan saya memastikan barang normal, lalu ttd... sangat baik... gak rugi belinya",isi ini ya ges (positive/neutral/negative)
"Bubble wrapnya ada sedikit robek, tapi untungnya TV normal. Semoga Coocaanya awet. Terima kasih Lazada dan kurirnya yang antar juga baik minta diantar siang tapi pagi sudah datang..",isi ini ya ges (positive/neutral/negative)
"Barang datang dengan selamat, pecking rapi,dan kurir ramah,mantap jiwa.",isi ini ya ges (positive/neutral/negative)
"Pengiriman lama dan sempet salah kirim juga malah ke Bandung, jadi melebihi waktu estimasi dan harus re-schedule pengiriman. setelah diterima dan dicoba TV nya bagus ya gambarnya jernih, suaranya lumayan. Semoga awet. terimakasih atas diskon dan gratis ongkirnya.",isi ini ya ges (positive/neutral/negative)
"PLUS: harga murah pas 12.12, pengiriman cepat 2 hari sampai tujuan, kualitas gambar full hd mantab, kualitas suara lumayan tp pake audio eksternal lbh mantab. MINUS: gak support file film mp4 dari usb flashdisk",isi ini ya ges (positive/neutral/negative)
packing rapih good television g nyangka orderan 1*24jm smpe rumah good dah pokoknya.. nh antena ga pas jdi aggak semut2,isi ini ya ges (positive/neutral/negative)
"sudah saya coba, sangat memuaskan.. gambar jernih, apalagi kalau memainkan film full hd sangat bagus.. joozzz pokoke",isi ini ya ges (positive/neutral/negative)
"Barang udah sampai. Keren TV nya. Sayang packingnya gak di lapisi kayu, jadi agak khawatir. tapi overall okee. Thx.",isi ini ya ges (positive/neutral/negative)
"barang diterima dengan kondisi baik meskipun tanpa kotak kayu...sedang dicoba sejauh ini lancar dan mantap, semoga selalu mantapp dan awett..",isi ini ya ges (positive/neutral/negative)
"barang sudah sampai dgn selamat gan 😆, lbh cpt dr dugaan pengirimannya. blom smpt nyoba msh luar kota, moga ga da apa2. recommended seller 😘 thx cooca thx lazada thx ninja expres",isi ini ya ges (positive/neutral/negative)
"paket sudah diterima 2 hari setelah pesan.... kondisi bagus,  cuma sayang output suaranya Mono. selebihnya oke.. sesuai harga. Trims Lazada & Ninja....",isi ini ya ges (positive/neutral/negative)
"produk sesuai deskripsi, packing rapih, barang sampai setelah 3 harinpesan, kualitas lumayan dengan harga terjangkau.",isi ini ya ges (positive/neutral/negative)
akhirnya sampe jga pesen tgl 11.11 td sore bru smpe brang bagus 40 inch dgn hrga 2 jtaan .. trima ksih lazada trimaksih JNE pngiriman sesuai estimasi .. good ..,isi ini ya ges (positive/neutral/negative)
Barang 2 hari nyampe dengan selamat by Ninja..packing cuma pake buble wrap tapi alhamdulilah aman.. di cek nyala bagus ga ada yg cacad parah..nice gambar bagus suara lumayan,isi ini ya ges (positive/neutral/negative)
"mantep si cepet juga kirim ke tempat saya padahal lumayan plosok, dan ada diskon juga kemarin 11.11, thanksss",isi ini ya ges (positive/neutral/negative)
"Pesan tgl 11, sampai di rumah tgl 14. Overall puas sama kualitas nya. Performa jauh diatas harganya. Cuma untuk pengiriman mohon ditingkatkan lagi, barang diterima dalam kondisi panas, mungkin terkena mesin blind van. Untung tv nya tidak kenapa2.",isi ini ya ges (positive/neutral/negative)
Alhamdulillah beli pas 11.11 dpt hrg 2.299rb trus dpt pot ongkir trus pot voucher lagi.. saya suka bgt..  thx laxada thx jne thx coocaa .. smoga awet.,isi ini ya ges (positive/neutral/negative)
"lazada is thebes mantap pengiriman gk sampai 24jam ,kualistas produk sesuai dengan spesifikasi,lanjutkan harga terbaik mu lazada ku tunggu lgi harga terbaik mu lazada,",isi ini ya ges (positive/neutral/negative)
"alhamdulillah udah sampai dgn selamat..overall bagus..mudah""an awet tv nya...buat kurirnya terima kasih n thanks lazada moga makin sukses",isi ini ya ges (positive/neutral/negative)
"Proses dan pengiriman cepat, barang sesuai pesanan dan sampai dengan selamat, info bila ada yg butuh utk.ukuran vesa 20cm, lalu untuk jarak stand meja 75cm 😳👌",isi ini ya ges (positive/neutral/negative)
alhamdulillah coocaa LED TV nya sudah sampai. langsbg diinstal dan gambarnya benar2 jernih. puas dngn tv nya dan puas dngn pengirimannya minggu pesan hari ini sampai. dan harganya benar2 menakjubkan. thx dear  lazada. tingkatkan lagi mutu dan kualitasnya ya love deh sama lazada,isi ini ya ges (positive/neutral/negative)
"pengiriman sangat cepat,cma 2hr sdh sampai ke jepara jawa tengah. cma mau kirim kartu garansinya gmn,kog ga ada. apa sdh dikirim dr pihak penjual? tks",isi ini ya ges (positive/neutral/negative)
"Packing Sangat baik.. Ke sumatera Utara labuhan batu Selatan 3 Hari Sampai barangnya ,👍😁 setelah Liat Tv nya Ternyata Luar biasa Bagus y.. Gambar nya tajem Mudahn Awet",isi ini ya ges (positive/neutral/negative)
"pesan minggu, senin tv dateng pake JNE. super cepat sekali sekarang pelayanan lazada. good job cuma sayang saya lupa pake asuransi dari lazadacare. but overall produk BEST lah. dengan hrg segini dapet tv FULL HD dan screen body to ratio mencapai 94% lebih puas mandangin ini tv. dan berani ngasih garansi PANEL 3 TAHUN. sekelas MEREK SAMSUL aja cuma setahun panelnya.",isi ini ya ges (positive/neutral/negative)
"TV nya bagus banget, mendarat 4 hari di Jambi, gak ada masalah sama sekali, lancar, packing Kayu+Buble jadi aman banget.",isi ini ya ges (positive/neutral/negative)
trimakasih coocaa...pruduknya sangat bagus...saya puas banget....trimakasih lazada .....semoga barangnya awet..saya akan reconendasikan ke teman2 dan keluarga besar..,isi ini ya ges (positive/neutral/negative)
"packing rapih banget,,kondisi keren lah,,pengiriman express press press,,memuaskan pokonya dan mudah2an awet recommended banget lope banget lazadaaa thnks",isi ini ya ges (positive/neutral/negative)
"kereeeen...cpt bgt pengirimanya,pacink rapi pakai kayu lg, barang aman gk ada lecet sedikitpun n smua brfungsi dgn baik, maga awet, mksh LAZADA",isi ini ya ges (positive/neutral/negative)
"Pesan kemaren hari ini langsung sampai, pengiriman cepat sekali dan kurirnya bersahabat, engga kecewa belanja disini.. Thanks",isi ini ya ges (positive/neutral/negative)
Alhamdulillah packing kayu. barang sesuai pesanan cuma sampai nya luuaaamaaa bgt.recomended lah pokoknya,isi ini ya ges (positive/neutral/negative)
"pesan tgl 27 mar saat ultah, mmg ditulis tgl 5-12 apr kirimnya,  tgl 10 apr sampai, makasih, sdh dicoba, suara nya ga terlalu jernih, tp bgs, overall harga bgs, semoga tahan, awet",isi ini ya ges (positive/neutral/negative)
"kualitas keren puas harga murah udah full hd,lebih mantabhbpas pke hdmi nnton film animasi warna nya lebih keluar,thangkyou lazada",isi ini ya ges (positive/neutral/negative)
"Alhamdulillah mendarat ke rmh, tp liat kurirnya bawa dg motor, jd sgt khawatir tadinya.. barang bagus, semua berfungsi baik.. thanks coocaa n lazada..",isi ini ya ges (positive/neutral/negative)
"Udah lama pingin beli tv model layar besar kayak gini. Awalnya ragu, karena merk nya kurang begitu dikenal. Setelah cari tau sana sini, akhirnya yakin aja deh. TV harga murah, tapi ngga murahan katanya. Apalagi ada promo gratis ongkir khusus tgl 27 Maret dan bisa COD. Wah tambah ok nih. TV datang dalam waktu 8 hari, lumayan lama, tapi it's okay. Yg penting barangnya nyampe dgn selamat. Dan kemasannya rapi. Udah dicoba sana-sini, dari segala sumber input, sampai sejauh ini, ok banget dah. Tampilan layarnya memuaskan. Walau nggak ada tombol input fisik di tv-nya, saya kira nggak masalah, yg penting jaga aja remotenya jgn ampe hilang. Klo pun hilang, bisa kita manfaatkan smartphone yg punya fitur remote sbg pengganti sementara. Nggak nyesel beli tv ini, layar besar lumayan bisa lebih lega utk nonton bareng bersama keluarga.",isi ini ya ges (positive/neutral/negative)
"packing : bintang 5, pakai kayu dan bubble.....pengiriman : bintang 5, ontime.....kwalitas : bintang 3, sesuai harga, ada spot kecil di LED layar, tidak kelihatan kalau kontras tinggi, overall lumayan, ada harga ada rupa...",isi ini ya ges (positive/neutral/negative)
"terima kasih.. barang sudah sampai dg baik.. paket bagus dan rapi walaupun paking kurang,, harusnya pakai kayu..",isi ini ya ges (positive/neutral/negative)
"mantapp,  tv nya bagus kualitas joss,  besok kl ada rezeki lg mau beli,  ga nyangka bisa pnya tv 40"" di rumah,  gedi bgt",isi ini ya ges (positive/neutral/negative)
